date,value
2014-01-21,1979510,5864379,5879887,5815733
2014-01-17,2700584,5843769,5862863,5779868
2014-01-16,1683876,5804620,5849219,5799063
2014-01-15,1949525,5824270,5834424,5777797
2014-01-14,2481611,5748296,5814218,5698489
2014-01-13,2418270,5690306,5793557,5643328
2014-01-10,2141847,5754005,5754005,5668989
2014-01-09,2084366,5776029,5779969,5685709
2014-01-08,2242287,5788961,5795628,5724757
2014-01-07,2552245,5682880,5757086,5663483
2014-01-06,1769288,5622313,5651864,5589125
2014-01-03,1664846,5632366,5642115,5581498
2014-01-02,1821401,5634689,5646257,5598319
2013-12-31,1357839,5618424,5662674,5588216
2013-12-30,1234872,5659340,5660149,5602158
2013-12-27,1569747,5657623,5659037,5621960
2013-12-26,1337795,5627365,5652571,5600491
2013-12-24,734170,5632214,5633578,5597511
2013-12-23,1721503,5596197,5636406,5582458
2013-12-20,3261557,5497492,5562504,5495977
2013-12-19,1665669,5459444,5516132,5450918
2013-12-18,2210252,5414396,5480570,5349687
2013-12-17,1535137,5419296,5459404,5396867
2013-12-16,1602009,5374742,5428742,5364689
2013-12-13,2162168,5432328,5436824,5343852
2013-12-12,1595700,5453393,5470416,5399999
2013-12-11,1706923,5492946,5512747,5431166
2013-12-10,1853894,5436117,5517748,5433591
2013-12-09,1482485,5410051,5467234,5395049
2013-12-06,1428774,5403990,5405050,5354940
